Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,promotion_velocity,workload_score,compensation_ratio,Attrition
43,1,1001,1,9,5,3,4,1,72,3,2,2,3,0,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,1.9999950000125002,5,1.9677754677754677,0
48,2,1236,1,1,4,1,4,0,40,2,4,3,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,300000.0,3,0.882408547938927,0
44,2,1112,0,1,4,1,1,0,50,2,2,1,3,2,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,199999.99999999997,0,1.9350145489815713,0
34,2,204,2,14,3,5,3,0,31,3,1,8,3,0,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,799999.9999999999,5,1.0,0
27,2,1420,2,2,1,2,3,1,85,3,1,8,1,0,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,399999.99999999994,1,1.179139201240791,1
21,2,1343,2,22,1,5,3,1,49,3,1,8,3,2,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,2.9999700002999967,1,1.3365645599069407,0
44,2,1315,1,3,4,4,4,1,35,3,5,3,4,1,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,199999.99999999997,4,1.1179352029562577,0
22,2,604,1,6,1,3,1,1,69,3,1,6,3,1,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,0.9999950000249999,1,0.9603463203463204,0
33,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,4.999950000499995,1,1.1401059220028888,0
32,2,646,1,9,4,1,1,0,92,3,2,6,4,1,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,600000.0,6,2.1894372294372295,0
30,1,160,1,3,3,3,3,0,71,3,1,6,3,0,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,99999.99999999999,1,0.7213852813852814,0
53,2,238,2,1,1,3,4,0,34,3,2,7,1,2,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,1.7499978125027345,0,1.3450489488043653,0
34,2,1397,1,1,5,1,2,1,42,3,1,6,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,1.2499984375019533,2,0.931948051948052,0
45,1,306,2,26,4,1,1,0,100,3,2,7,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,99999.99999999999,1,0.687851067244423,1
26,2,991,1,6,3,1,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,300000.0,5,0.9213444213444213,0
37,2,482,1,3,3,4,3,1,36,3,3,4,3,1,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,1.4285693877580177,1,1.4633162711338608,0
29,2,1176,2,3,2,3,2,0,62,3,2,7,3,1,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,5.999940000599993,2,0.8924731182795699,0
35,2,1017,1,6,4,1,2,1,82,1,2,6,4,2,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,1.545453140497145,1,2.3016450216450215,0
33,1,1296,1,6,3,1,3,1,30,3,2,0,4,0,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,3.2499918750203127,3,1.1341946850682718,0
54,2,397,0,19,4,3,3,1,88,3,3,1,2,1,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,1.2857124489822158,0,3.4675072744907856,0
36,2,913,1,9,2,3,2,1,48,2,2,4,2,0,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,300000.0,5,1.372266170311773,0
27,2,1115,1,3,4,3,1,1,54,2,1,6,4,2,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,3.9999600003999958,1,0.7082251082251082,0
20,2,1362,1,10,1,3,4,1,32,3,1,6,3,2,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,0.9999900000999989,5,0.34943722943722944,1
33,1,1076,1,3,3,1,1,1,70,3,1,6,1,2,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,1.1111098765445817,5,1.1594805194805196,1
35,0,727,1,3,3,1,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,99999.99999999999,1,0.44386694386694386,0
23,2,885,1,4,3,3,1,1,58,4,1,6,1,1,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,300000.0,0,0.9762770562770563,0
25,2,810,2,8,3,1,4,1,57,4,2,7,2,1,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,2.9999700002999967,1,0.778526721232547,0
38,2,243,2,7,4,2,4,0,46,2,2,7,4,2,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,700000.0,1,0.6464451933878992,0
29,1,806,1,1,4,1,2,1,76,1,1,6,4,0,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,4.999975000125,1,0.941991341991342,0
48,2,817,2,2,1,2,2,1,56,4,2,7,2,1,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,0.9999950000249999,1,1.303161611298347,0
27,1,1410,2,3,1,3,4,0,71,4,2,7,4,0,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,600000.0,5,0.7457871930669234,0
37,2,1225,1,10,2,1,4,1,80,4,1,6,4,2,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,99999.99999999999,1,1.6207792207792209,0
50,2,1207,1,28,1,3,4,1,74,4,1,2,3,1,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,6.666644444518518,5,1.116077616077616,0
34,2,1442,1,9,3,3,4,0,46,2,3,0,2,2,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,1.142855510206414,0,1.265746586404346,0
24,2,693,2,3,2,1,1,0,65,3,2,7,3,2,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,0.9999950000249999,1,0.734553041245386,1
39,2,408,1,2,4,5,4,0,80,2,2,0,3,2,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10,1.818180165290759,1,0.6684774629276171,0
32,2,929,2,10,3,2,4,1,55,3,2,7,4,2,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,999999.9999999999,2,0.8659926175573744,0
50,1,562,2,8,2,5,2,1,50,3,2,7,3,1,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,3.9999600003999958,5,1.090675653988124,1
38,2,827,1,1,4,1,2,0,33,4,2,0,4,2,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8,8.999910000899991,2,1.119512553222728,0
27,2,608,1,1,2,1,3,0,68,3,3,4,1,1,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,899999.9999999999,1,1.1496820226461921,0
32,2,1018,1,3,2,1,3,0,39,3,3,5,4,2,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,0.9999985714306123,1,0.6758933979406421,0
47,2,703,2,14,4,2,4,1,42,3,2,7,1,2,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,6.999930000699993,1,0.7960199004975125,0
40,1,580,2,5,4,1,4,1,48,2,3,7,1,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,17.999820001799982,5,1.6811105761515006,0
53,2,970,1,7,3,1,3,1,59,4,4,5,3,1,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,4.999950000499995,1,0.897274379164143,0
41,2,427,0,10,4,0,2,1,73,2,5,3,4,0,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,1.749998541667882,2,1.096622647454811,0
60,2,1179,2,16,4,2,1,1,84,3,2,7,1,2,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,0.9999950000249999,1,0.8674370085058578,0
27,1,294,1,10,2,1,4,1,32,3,3,4,1,0,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,8.999910000899991,2,1.363890181479758,0
41,2,314,0,1,3,0,4,1,59,2,5,3,3,1,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,10.999945000274998,1,1.099372654616288,0
50,2,316,2,8,4,2,4,1,54,3,1,8,2,1,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,0.9999950000249999,1,1.5025203567274137,0
28,2,654,1,1,2,1,1,0,67,1,1,6,2,2,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,2.333325555581481,5,0.7674458874458875,1
36,0,427,1,8,3,1,1,0,63,4,3,5,1,1,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5,799999.9999999999,1,0.7094488188976378,0
38,2,168,1,1,3,1,3,0,81,3,3,4,3,2,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,99999.99999999999,4,1.219326818675353,0
44,0,381,1,24,3,3,1,1,49,1,1,2,3,2,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,4.999950000499995,1,1.2848232848232848,0
47,1,217,2,3,3,3,4,0,49,3,4,7,3,0,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,1.9999981818198347,6,2.209918151179586,0
30,2,501,2,27,5,2,3,1,99,3,2,7,4,0,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,1.142855510206414,2,0.8512277323062108,0
29,2,1396,2,10,3,1,3,1,99,3,1,8,3,2,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0,99999.99999999999,1,1.0244280728964714,0
42,1,933,1,19,3,3,3,1,57,4,1,6,3,0,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,0.9999950000249999,5,0.9554978354978355,1
43,1,775,2,15,3,1,4,1,47,2,2,7,4,1,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,0.9999950000249999,1,1.0919595570534424,0
34,2,970,1,8,2,3,2,0,96,3,2,0,3,2,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,1.2499968750078125,1,0.9017765379533108,0
23,2,650,1,9,1,3,2,1,37,3,1,2,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,399999.99999999994,0,0.8662508662508662,0
39,2,141,0,3,3,0,3,0,44,4,2,1,2,1,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,2.666657777807407,3,2.065632072421597,0
56,2,832,1,9,3,3,3,1,81,3,4,0,4,1,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,9.99990000099999,2,1.6301570988107472,0
40,2,804,1,2,1,3,4,0,86,2,1,6,4,2,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,1.9999900000499997,6,0.8110822510822511,0
27,2,975,1,7,3,3,4,0,55,2,2,0,1,2,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,700000.0,3,1.0,0
29,2,1090,2,10,3,2,4,1,83,3,1,8,2,0,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,0.9999950000249999,1,0.8906552927491276,0
53,2,346,1,6,3,1,4,1,86,3,2,2,4,2,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,0.9999950000249999,1,0.8489258489258489,0
35,0,1225,1,2,4,1,4,0,61,3,2,0,1,0,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,99999.99999999999,0,0.7477609748935545,0
32,1,430,1,24,4,1,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,2.499993750015625,1,1.8395703395703396,0
38,2,268,1,2,5,3,4,1,92,3,1,6,3,1,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,99999.99999999999,7,1.0587012987012987,0
34,2,167,1,8,5,1,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,0.0,1,0.7943229409027455,0
52,2,621,2,3,4,2,3,1,31,2,4,3,1,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,33.99966000339997,0,0.9657108482053338,0
33,2,527,1,1,4,4,4,1,63,3,1,6,4,2,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8,1.4285693877580177,6,0.9302164502164502,1
25,2,883,2,26,1,3,3,0,32,3,2,7,4,2,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,5.999940000599993,2,0.9918151179585941,0
45,2,954,2,2,2,5,2,1,46,1,2,8,3,2,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,2.666657777807407,1,2.5715393563396667,0
23,2,310,1,10,1,3,1,1,79,4,1,6,3,2,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,199999.99999999997,1,1.213852813852814,0
47,1,719,2,27,2,1,2,0,77,4,2,7,3,2,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,4.999950000499995,5,1.0266409886053602,1
34,2,304,2,2,3,4,4,1,60,3,2,7,4,2,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,5.999940000599993,1,1.0069009789760872,0
55,2,725,1,2,3,3,4,1,78,3,5,3,1,1,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4,4.999950000499995,5,1.1377581712452376,1
36,0,1434,2,8,4,1,1,1,76,2,3,7,1,2,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,999999.9999999999,1,1.2176215695714974,0
52,0,715,1,19,4,3,4,1,41,3,1,6,4,1,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,3.9999600003999958,1,1.4746320346320347,0
26,1,575,1,1,2,1,1,0,71,1,1,2,4,0,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,0.9999950000249999,1,1.5121275121275122,0
29,2,657,1,27,3,3,2,0,66,3,2,0,3,1,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,7.9999200007999915,2,0.6364704155043313,0
26,2,1146,2,8,3,5,4,1,38,2,2,7,1,2,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,3.9999600003999958,2,0.8547584657358369,1
34,2,182,1,1,4,1,2,0,72,4,1,6,4,2,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,3.9999600003999958,1,1.135930735930736,0
54,2,376,1,19,4,3,4,0,95,3,2,4,1,0,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,4.999950000499995,5,0.8507833100666977,0
27,1,829,2,8,1,2,3,1,84,3,2,7,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,3.9999600003999958,1,0.696838388701653,0
37,2,571,1,10,1,1,4,0,82,3,1,6,1,0,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,1.2499968750078125,6,0.9634632034632035,0
38,1,240,1,2,4,1,1,0,75,4,2,4,1,2,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,3.749990625023438,5,0.9275632076935009,0
34,2,121,1,2,4,3,3,0,86,2,1,6,1,2,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,5.999940000599993,1,1.5172294372294373,0
35,2,384,2,8,4,1,1,0,72,3,1,8,4,1,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,300000.0,2,0.9972857696781698,0
30,2,921,1,1,3,1,4,1,38,1,1,2,3,1,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,199999.99999999997,1,1.3281358281358282,0
40,1,791,1,2,2,3,3,0,38,4,2,0,2,1,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,2.666657777807407,1,0.6231096755248862,0
34,2,1111,2,8,2,1,3,0,93,3,2,7,1,1,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,2.9999700002999967,1,1.043171240571337,0
42,1,570,1,8,3,1,2,1,66,3,5,3,4,0,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,1.714284489796793,2,1.0558881663754334,0
23,2,1243,1,6,3,1,3,1,63,4,1,2,1,1,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,0.0,5,0.5547470547470548,1
24,0,1092,1,9,3,1,3,1,60,2,1,2,2,0,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,99999.99999999999,1,0.9334719334719335,0
52,2,1325,1,11,4,1,4,0,82,3,2,2,3,1,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,4.999950000499995,1,1.091129591129591,0
50,2,691,1,2,3,3,3,1,64,3,4,5,3,1,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3,399999.99999999994,1,1.0683827983040581,0
29,2,805,1,1,2,1,2,0,36,2,1,2,1,1,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,99999.99999999999,5,0.8035343035343036,1
33,2,213,1,7,3,3,3,1,49,3,3,5,3,1,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,4.333318888937037,0,0.7081162931556633,0
33,2,118,2,16,3,2,1,0,69,3,2,7,1,2,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,300000.0,1,0.8544374899695073,1
47,2,202,1,2,2,4,3,0,33,3,4,3,4,1,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,8.666637777874074,6,0.959752499355467,0
36,2,676,1,1,3,4,3,0,35,3,2,4,2,1,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,899999.9999999999,1,0.8109198076624786,0
29,2,1252,1,23,2,1,3,1,81,4,1,6,3,1,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,999999.9999999999,1,0.935064935064935,0
58,2,286,1,2,4,1,4,1,31,3,5,5,2,2,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,2.384613550297269,5,1.165717746820109,1
35,2,1258,1,1,4,1,4,0,40,4,1,6,3,2,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,0.9999950000249999,1,0.8678787878787879,0
42,2,932,1,1,2,1,4,0,43,2,2,4,4,1,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,399999.99999999994,5,0.9402823018458197,0
28,2,890,1,2,4,3,3,1,46,3,1,6,3,2,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,0.9999950000249999,2,1.5175757575757576,1
36,2,1041,0,13,3,0,3,1,36,3,1,1,2,1,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,499999.99999999994,1,0.6928548334949887,0
32,2,859,1,4,3,1,3,0,98,2,2,4,3,1,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,2.3333294444509263,1,0.955793392275477,0
40,1,720,1,16,4,3,1,1,51,2,2,2,3,2,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,99999.99999999999,1,1.7650727650727651,0
30,2,946,1,2,3,3,3,0,52,2,2,4,4,2,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,0.0,6,1.066697688847526,0
45,2,252,1,2,3,1,2,0,95,2,1,6,3,2,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,99999.99999999999,1,0.7875324675324675,0
42,2,933,1,29,3,1,2,1,98,3,2,4,2,1,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,1.2857124489822158,2,0.6877617496510005,0
38,1,471,1,12,3,1,1,1,45,2,2,0,1,0,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,3.9999600003999958,2,0.923212450447805,0
34,1,702,1,16,4,1,3,0,100,2,1,6,4,2,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,4.999950000499995,1,0.8841558441558441,0
49,2,1184,2,11,3,2,3,0,43,3,3,7,4,1,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,1.2857124489822158,0,1.2283742577435404,1
55,2,436,2,2,1,3,3,1,37,3,2,7,4,2,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,1.2857124489822158,2,0.8281174771304767,1
43,2,589,1,14,2,1,2,1,94,3,4,5,1,1,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,3.9999600003999958,1,1.0393095093882496,0
27,2,269,1,5,1,5,3,1,42,2,3,5,4,0,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,899999.9999999999,5,0.7757722592368261,0
35,2,950,1,7,3,4,3,1,59,3,3,4,3,2,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,7.9999200007999915,0,1.585388552815263,0
28,2,760,2,2,4,2,2,0,81,3,2,7,2,1,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,1.142855510206414,5,0.7669715936446798,0
34,2,829,0,3,2,0,3,1,88,3,1,1,4,1,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,300000.0,3,1.2082120918202393,0
26,1,887,1,5,2,3,3,0,88,2,1,6,3,1,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,7.9999200007999915,5,0.8193939393939393,1
27,0,443,1,3,3,3,4,1,50,3,1,6,4,1,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,0.0,2,0.5908225108225108,0
51,2,1318,2,26,4,2,1,0,66,3,4,3,3,1,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17,4.99998750003125,2,0.9342576412959409,0
44,2,625,1,4,3,3,4,1,50,3,2,0,2,2,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3,2.4999875000625,2,0.8710908823961239,0
25,2,180,1,2,1,3,1,1,65,4,1,6,1,2,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,399999.99999999994,2,1.1858008658008659,0
33,2,586,2,1,3,3,1,1,48,4,2,7,1,0,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8,899999.9999999999,1,0.6478895843363826,0
35,2,1343,1,27,1,3,3,0,53,2,1,6,1,2,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,5.999940000599993,2,0.8862337662337663,0
36,2,928,2,1,2,1,2,1,56,3,2,7,4,1,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,4.499988750028125,6,0.9951853635050554,0
32,2,117,2,13,4,1,2,1,73,3,2,7,4,0,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,499999.99999999994,2,0.7066281495747071,0
30,1,1012,1,5,4,1,2,1,75,2,1,6,4,0,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,499999.99999999994,2,1.3025108225108226,0
53,2,661,2,7,2,2,1,0,78,2,3,7,4,1,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,499999.99999999994,5,1.7547745145241533,0
45,2,930,2,9,3,2,4,1,74,3,3,7,1,0,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,499999.99999999994,5,1.7270101107366393,0
32,2,638,1,8,2,3,3,0,91,4,2,6,3,1,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,4.999950000499995,2,1.7922077922077921,0
52,1,890,1,25,4,3,3,0,81,2,4,4,4,1,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,899999.9999999999,1,2.144563362804405,0
37,2,342,2,16,4,2,4,1,66,2,2,7,3,0,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,99999.99999999999,1,1.0165302519659765,0
28,2,1169,0,8,2,3,2,1,63,2,1,1,4,0,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,499999.99999999994,1,1.595861623019722,0
22,2,1230,1,1,2,1,4,1,33,2,2,4,4,1,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,0.9999950000249999,3,0.7406545680161315,0
44,2,986,1,8,4,1,1,1,62,4,1,2,4,1,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,300000.0,6,0.9764379764379765,0
42,1,1271,1,2,1,3,2,1,35,3,1,6,4,2,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,0.9999950000249999,5,0.870995670995671,0
36,2,1278,0,8,3,1,1,1,77,2,1,1,1,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,499999.99999999994,1,0.7571936631102489,0
25,2,141,2,3,1,4,3,1,98,3,2,7,1,1,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,499999.99999999994,5,0.6730861819932595,0
35,2,607,1,9,3,1,4,0,66,2,3,4,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,3.3999932000136,5,1.6573600124088723,0
35,1,130,1,25,4,1,4,0,96,3,1,6,2,0,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,1.4285693877580177,6,0.7002597402597402,1
32,0,300,1,1,3,1,4,1,61,3,1,2,4,0,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,300000.0,1,0.8018018018018018,0
25,2,583,2,4,1,2,3,1,87,2,2,7,1,1,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,499999.99999999994,0,0.6830364307494784,0
49,2,1418,1,1,3,5,3,0,36,3,1,6,1,1,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,399999.99999999994,1,1.2398268398268397,0
24,0,1269,1,4,1,1,1,1,46,2,1,2,4,1,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,1.6666611111296294,2,1.0956340956340955,0
32,1,379,2,5,2,1,2,1,48,3,2,7,2,1,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,1.9999960000080002,1,1.0470229497672925,0
38,2,395,2,9,3,2,2,1,98,2,1,8,2,1,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,1.9999800001999979,1,1.1240791004265218,0
42,2,1265,1,3,3,1,3,0,95,4,2,2,4,1,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,4.999950000499995,6,1.8125433125433126,0
31,2,1222,1,11,4,1,4,1,48,3,1,6,4,1,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,600000.0,5,0.815930735930736,0
29,2,341,2,1,3,3,2,0,48,2,1,8,3,0,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,300000.0,5,1.0856921287320667,1
53,2,868,2,8,3,2,1,1,73,3,4,7,4,1,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,0.9999950000249999,1,1.8995345851388221,0
35,2,672,1,25,3,5,4,1,78,2,3,4,2,1,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,3.2499918750203127,1,1.691174189545525,0
37,1,1231,2,21,2,3,3,0,54,3,1,8,4,1,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,499999.99999999994,1,1.1527723924001552,0
53,2,102,1,23,4,1,4,0,72,3,4,5,4,2,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8,3.999986666711111,1,0.8646274984857663,0
43,1,422,1,1,3,1,4,0,33,3,2,0,4,1,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,2.4999875000625,2,0.8166201732491558,0
47,2,249,2,2,2,2,3,0,35,3,2,7,4,1,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,0.9999985714306123,5,0.7281335259187931,0
37,0,1252,2,19,2,3,1,1,32,3,3,7,2,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,999999.9999999999,5,1.2264484031455625,0
50,0,881,1,2,4,1,1,1,98,3,4,3,1,0,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7,2.214284132654191,1,1.0268985075481967,0
39,2,1383,0,2,3,1,4,0,42,2,2,1,4,1,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,499999.99999999994,1,1.6825088910442936,0
33,2,1075,0,3,2,0,4,1,57,3,1,1,2,0,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,399999.99999999994,4,0.7361784675072744,0
